Interval,Top Keyword,Count
2018Q1,Military,5
2018Q1,Russians,5
2018Q1,Trade,5
2018Q1,Ana,5
2018Q1,South,4
2018Q1,Tax,4
2018Q1,Test,4
2018Q1,Storm,4
2018Q1,Hawaii,4
2018Q1,Per,4
2018Q1,Israel,4
2018Q1,Syria,4
2018Q1,Deal,4
2018Q1,Silence,4
2018Q1,Stock,4
2018Q1,Times,4
2018Q1,Cambridge,4
2018Q1,Over,3
2018Q1,Twitter,3
2018Q1,Special,3
2018Q2,China,36
2018Q2,Trump,30
2018Q2,House,29
2018Q2,White,26
2018Q2,Korea,22
2018Q2,Russia,16
2018Q2,Iran,16
2018Q2,California,15
2018Q2,Syria,14
2018Q2,North,14
2018Q2,Facebook,11
2018Q2,South,10
2018Q2,Kim,9
2018Q2,New,9
2018Q2,Pro,8
2018Q2,Jong,7
2018Q2,The,6
2018Q2,Time,6
2018Q2,the,6
2018Q2,York,6
2018Q2,President,5
2018Q2,Bill,5
2018Q2,Europe,5
2018Q2,Storm,5
2018Q2,Daniels,5
2018Q2,Gaza,5
2018Q2,Evangelical,5
2018Q2,Mexico,5
2018Q2,Italy,5
2018Q2,Sep,5
2018Q2,Twitter,4
2018Q2,Trade,4
2018Q2,America,4
2018Q2,Law,4
2018Q2,Japan,4
2018Q2,Times,4
2018Q2,Canada,4
2018Q2,Israel,4
2018Q2,Nobel,4
2018Q2,Fox,4
2018Q2,News,4
2018Q2,Americans,4
2018Q2,Texas,4
2018Q2,Shooting,4
2018Q2,Immigration,4
2018Q2,Gun,3
2018Q2,Pope,3
2018Q2,Cambridge,3
2018Q2,Ana,3
2018Q2,Pentagon,3
2018Q3,The,71
2018Q3,New,62
2018Q3,York,60
2018Q3,Times,58
2018Q3,Brett,23
2018Q3,Russia,19
2018Q3,China,17
2018Q3,Man,17
2018Q3,Trump,15
2018Q3,White,14
2018Q3,Doug,12
2018Q3,Mills,12
2018Q3,Facebook,12
2018Q3,Age,11
2018Q3,House,11
2018Q3,NATO,8
2018Q3,Carolina,8
2018Q3,North,8
2018Q3,France,8
2018Q3,California,7
2018Q3,25th,7
2018Q3,Amendment,7
2018Q3,Images,7
2018Q3,Korea,6
2018Q3,Press,6
2018Q3,Paul,6
2018Q3,John,6
2018Q3,people,6
2018Q3,sexual,6
2018Q3,Daily,6
2018Q3,Get,6
2018Q3,Mexico,5
2018Q3,Associated,5
2018Q3,the,5
2018Q3,Israel,5
2018Q3,South,5
2018Q3,Turkey,5
2018Q3,President,5
2018Q3,McCain,5
2018Q3,Hurricane,5
2018Q3,Florence,5
2018Q3,Typhoon,5
2018Q3,Philippines,5
2018Q3,assault,5
2018Q3,Rod,5
2018Q3,Rosen,5
2018Q3,Iran,4
2018Q3,Michael,4
2018Q3,administration,4
2018Q3,Trade,4
2018Q4,The,140
2018Q4,New,135
2018Q4,York,132
2018Q4,Times,129
2018Q4,Saudi,28
2018Q4,White,23
2018Q4,House,22
2018Q4,Age,18
2018Q4,France,18
2018Q4,Trump,17
2018Q4,China,17
2018Q4,Associated,13
2018Q4,Press,13
2018Q4,Doug,12
2018Q4,Arabia,12
2018Q4,the,12
2018Q4,Mills,11
2018Q4,Florida,11
2018Q4,Michael,10
2018Q4,Russia,10
2018Q4,Pittsburgh,10
2018Q4,California,10
2018Q4,Sarah,9
2018Q4,President,8
2018Q4,administration,8
2018Q4,people,8
2018Q4,state,8
2018Q4,race,8
2018Q4,social,8
2018Q4,Yemen,8
2018Q4,Brett,7
2018Q4,Donald,7
2018Q4,Climate,7
2018Q4,Hurricane,7
2018Q4,Scott,7
2018Q4,Images,7
2018Q4,North,7
2018Q4,Facebook,7
2018Q4,Theresa,7
2018Q4,May,7
2018Q4,Daily,6
2018Q4,mid,6
2018Q4,Mohammed,6
2018Q4,prince,6
2018Q4,Twitter,6
2018Q4,Jim,6
2018Q4,synagogue,6
2018Q4,Indonesia,5
2018Q4,Georgia,5
2018Q4,Elizabeth,5
2019Q1,New,153
2019Q1,York,140
2019Q1,The,127
2019Q1,Times,126
2019Q1,Boeing,20
2019Q1,Virginia,14
2019Q1,Venezuela,12
2019Q1,France,12
2019Q1,President,11
2019Q1,House,11
2019Q1,State,11
2019Q1,administration,11
2019Q1,Press,11
2019Q1,Age,11
2019Q1,Nancy,10
2019Q1,Doug,10
2019Q1,Sarah,10
2019Q1,the,10
2019Q1,Trump,10
2019Q1,California,10
2019Q1,Michael,10
2019Q1,Russia,10
2019Q1,Mills,9
2019Q1,White,9
2019Q1,Cohen,9
2019Q1,North,9
2019Q1,Associated,9
2019Q1,China,9
2019Q1,Syria,8
2019Q1,time,8
2019Q1,special,8
2019Q1,counsel,8
2019Q1,737,8
2019Q1,Mike,7
2019Q1,May,7
2019Q1,Robert,7
2019Q1,Union,7
2019Q1,Amazon,7
2019Q1,Warren,6
2019Q1,Iowa,6
2019Q1,Theresa,6
2019Q1,Erin,6
2019Q1,Elizabeth,5
2019Q1,national,5
2019Q1,emergency,5
2019Q1,government,5
2019Q1,Saudi,5
2019Q1,Kim,5
2019Q1,Chicago,5
2019Q1,United,5
2019Q2,The,159
2019Q2,New,158
2019Q2,York,156
2019Q2,Times,145
2019Q2,China,25
2019Q2,Iran,24
2019Q2,Sarah,18
2019Q2,House,17
2019Q2,Russia,15
2019Q2,President,15
2019Q2,Trump,15
2019Q2,White,14
2019Q2,France,13
2019Q2,Age,12
2019Q2,Erin,12
2019Q2,Mexico,12
2019Q2,Joe,11
2019Q2,North,11
2019Q2,Images,10
2019Q2,administration,10
2019Q2,Sri,10
2019Q2,Lanka,10
2019Q2,William,9
2019Q2,Boeing,9
2019Q2,abortion,9
2019Q2,special,8
2019Q2,Doug,8
2019Q2,Mills,8
2019Q2,Sanders,8
2019Q2,John,8
2019Q2,Donald,8
2019Q2,trade,8
2019Q2,counsel,7
2019Q2,United,7
2019Q2,Barr,7
2019Q2,Korea,7
2019Q2,Associated,7
2019Q2,Press,7
2019Q2,Nancy,7
2019Q2,Facebook,7
2019Q2,war,7
2019Q2,Hong,7
2019Q2,Kong,7
2019Q2,Shut,6
2019Q2,South,6
2019Q2,Border,6
2019Q2,Elizabeth,6
2019Q2,Saudi,6
2019Q2,Alabama,5
2019Q2,president,5
2019Q3,The,157
2019Q3,New,153
2019Q3,York,149
2019Q3,Times,142
2019Q3,China,22
2019Q3,Press,22
2019Q3,Associated,19
2019Q3,Iran,18
2019Q3,France,16
2019Q3,Erin,16
2019Q3,Ukraine,15
2019Q3,Hong,13
2019Q3,Kong,13
2019Q3,Age,13
2019Q3,Joe,13
2019Q3,Johnson,13
2019Q3,Paso,13
2019Q3,Doug,12
2019Q3,Mills,12
2019Q3,Bahamas,12
2019Q3,White,11
2019Q3,Images,11
2019Q3,administration,10
2019Q3,House,10
2019Q3,Hurricane,10
2019Q3,Trump,9
2019Q3,United,9
2019Q3,States,9
2019Q3,Elizabeth,9
2019Q3,Jeffrey,9
2019Q3,sex,9
2019Q3,President,9
2019Q3,Warren,8
2019Q3,Get,8
2019Q3,News,7
2019Q3,Russia,7
2019Q3,Anna,7
2019Q3,Money,7
2019Q3,Climate,7
2019Q3,shooting,7
2019Q3,Dorian,7
2019Q3,Manhattan,6
2019Q3,General,6
2019Q3,California,6
2019Q3,Carolina,6
2019Q3,time,6
2019Q3,Sanders,6
2019Q3,Sang,6
2019Q3,Post,6
2019Q3,people,6
2019Q4,The,188
2019Q4,New,182
2019Q4,York,179
2019Q4,Times,169
2019Q4,Ukraine,46
2019Q4,House,34
2019Q4,imp,33
2019Q4,White,27
2019Q4,Erin,20
2019Q4,Bloomberg,17
2019Q4,Syria,15
2019Q4,Warren,13
2019Q4,Boeing,13
2019Q4,Anna,13
2019Q4,Money,13
2019Q4,France,12
2019Q4,China,11
2019Q4,Age,11
2019Q4,California,11
2019Q4,Press,11
2019Q4,Doug,11
2019Q4,Mills,11
2019Q4,Kong,10
2019Q4,But,10
2019Q4,Elizabeth,10
2019Q4,Michael,10
2019Q4,Hong,9
2019Q4,Sanders,9
2019Q4,Joe,9
2019Q4,Russia,9
2019Q4,Twitter,9
2019Q4,Pete,8
2019Q4,Trump,8
2019Q4,Associated,8
2019Q4,City,8
2019Q4,Pro,7
2019Q4,Bernie,7
2019Q4,Iowa,7
2019Q4,Weekly,7
2019Q4,Images,7
2019Q4,Mike,6
2019Q4,William,6
2019Q4,President,6
2019Q4,United,6
2019Q4,North,6
2019Q4,News,6
2019Q4,Iran,6
2019Q4,737,6
2019Q4,sub,5
2019Q4,Facebook,5
2020Q1,New,129
2020Q1,York,119
2020Q1,The,116
2020Q1,Times,98
2020Q1,Iran,37
2020Q1,China,30
2020Q1,Sanders,28
2020Q1,Iowa,25
2020Q1,Bernie,23
2020Q1,Press,14
2020Q1,Associated,13
2020Q1,Age,12
2020Q1,Bloomberg,12
2020Q1,Ukraine,10
2020Q1,Joe,10
2020Q1,France,10
2020Q1,Doug,10
2020Q1,Mills,10
2020Q1,Warren,9
2020Q1,people,9
2020Q1,imp,9
2020Q1,Andrew,9
2020Q1,Nevada,9
2020Q1,time,8
2020Q1,Erin,8
2020Q1,White,8
2020Q1,Street,8
2020Q1,City,8
2020Q1,Elizabeth,7
2020Q1,House,7
2020Q1,Pete,7
2020Q1,But,7
2020Q1,Images,7
2020Q1,World,7
2020Q1,cruise,7
2020Q1,ship,7
2020Q1,Wall,7
2020Q1,Mike,6
2020Q1,Anna,6
2020Q1,South,6
2020Q1,Carolina,6
2020Q1,William,6
2020Q1,Super,6
2020Q1,Michael,6
2020Q1,Italy,6
2020Q1,pan,6
2020Q1,Japan,5
2020Q1,War,5
2020Q1,Tehran,5
2020Q1,Boeing,5
2020Q2,New,144
2020Q2,York,128
2020Q2,The,111
2020Q2,Times,90
2020Q2,Press,28
2020Q2,pan,27
2020Q2,Associated,23
2020Q2,Images,19
2020Q2,Pro,16
2020Q2,Age,15
2020Q2,Get,15
2020Q2,George,15
2020Q2,Andrew,14
2020Q2,Brooklyn,12
2020Q2,China,12
2020Q2,France,12
2020Q2,Minneapolis,12
2020Q2,City,11
2020Q2,Japan,11
2020Q2,Texas,11
2020Q2,Wall,10
2020Q2,Nik,10
2020Q2,Britain,10
2020Q2,Germany,10
2020Q2,Floyd,10
2020Q2,Jersey,9
2020Q2,White,9
2020Q2,House,9
2020Q2,Street,9
2020Q2,Lee,8
2020Q2,Manhattan,7
2020Q2,people,7
2020Q2,administration,7
2020Q2,Hole,7
2020Q2,Erin,7
2020Q2,lock,7
2020Q2,vaccine,7
2020Q2,Atlanta,7
2020Q2,unemployment,7
2020Q2,Trump,7
2020Q2,economy,6
2020Q2,social,6
2020Q2,Washington,6
2020Q2,Joe,6
2020Q2,Doug,6
2020Q2,Rabbit,6
2020Q2,America,6
2020Q2,Houston,6
2020Q2,John,5
2020Q2,Death,5
2020Q3,The,111
2020Q3,New,108
2020Q3,York,106
2020Q3,Times,104
2020Q3,Joe,26
2020Q3,White,22
2020Q3,pan,17
2020Q3,House,17
2020Q3,California,17
2020Q3,Images,16
2020Q3,Texas,15
2020Q3,Trump,15
2020Q3,Ruth,13
2020Q3,National,13
2020Q3,Associated,12
2020Q3,China,12
2020Q3,Get,12
2020Q3,Doug,12
2020Q3,Convention,12
2020Q3,Press,11
2020Q3,Mills,11
2020Q3,time,10
2020Q3,Bad,10
2020Q3,Age,9
2020Q3,administration,9
2020Q3,Harris,9
2020Q3,Washington,8
2020Q3,France,8
2020Q3,Erin,8
2020Q3,Pro,8
2020Q3,Kamal,8
2020Q3,Ken,8
2020Q3,John,7
2020Q3,Michael,7
2020Q3,President,7
2020Q3,Republican,7
2020Q3,people,7
2020Q3,City,6
2020Q3,Barr,6
2020Q3,Houston,6
2020Q3,Election,6
2020Q3,vaccine,6
2020Q3,climate,6
2020Q3,change,6
2020Q3,Time,6
2020Q3,Michelle,6
2020Q3,Mike,6
2020Q3,Con,6
2020Q3,Miami,5
2020Q3,Big,5
2020Q4,The,97
2020Q4,New,86
2020Q4,York,82
2020Q4,Times,69
2020Q4,Joe,45
2020Q4,Trump,33
2020Q4,White,24
2020Q4,House,24
2020Q4,Love,22
2020Q4,vaccine,21
2020Q4,Press,19
2020Q4,Georgia,18
2020Q4,Associated,17
2020Q4,pan,16
2020Q4,Donald,14
2020Q4,Images,13
2020Q4,Joseph,13
2020Q4,Con,11
2020Q4,Get,11
2020Q4,people,10
2020Q4,American,9
2020Q4,Erin,9
2020Q4,President,9
2020Q4,Pennsylvania,9
2020Q4,City,9
2020Q4,Modern,8
2020Q4,administration,8
2020Q4,Amy,7
2020Q4,Barrett,7
2020Q4,Election,7
2020Q4,Day,7
2020Q4,Google,7
2020Q4,Mitch,7
2020Q4,Thanksgiving,7
2020Q4,California,7
2020Q4,France,6
2020Q4,Life,6
2020Q4,Texas,5
2020Q4,Brooklyn,5
2020Q4,Time,5
2020Q4,Miami,5
2020Q4,North,5
2020Q4,Carolina,5
2020Q4,general,5
2020Q4,David,5
2020Q4,Daily,5
2020Q4,Deal,5
2020Q4,This,5
2020Q4,Ira,5
2020Q4,Glass,5
2021Q1,The,94
2021Q1,New,91
2021Q1,York,84
2021Q1,Times,71
2021Q1,pan,23
2021Q1,vaccine,22
2021Q1,Texas,18
2021Q1,Andrew,17
2021Q1,Erin,14
2021Q1,Ezra,14
2021Q1,Trump,13
2021Q1,Klein,13
2021Q1,Georgia,9
2021Q1,Anna,9
2021Q1,Money,9
2021Q1,Joe,9
2021Q1,Press,9
2021Q1,stimulus,8
2021Q1,Donald,8
2021Q1,Daily,8
2021Q1,Riot,8
2021Q1,Game,8
2021Q1,time,7
2021Q1,Associated,7
2021Q1,life,7
2021Q1,Capitol,7
2021Q1,White,7
2021Q1,House,7
2021Q1,people,7
2021Q1,Wall,6
2021Q1,Johnson,6
2021Q1,Get,6
2021Q1,Images,6
2021Q1,Scott,6
2021Q1,riot,6
2021Q1,President,6
2021Q1,City,6
2021Q1,Pro,6
2021Q1,Street,5
2021Q1,imp,5
2021Q1,James,5
2021Q1,Police,5
2021Q1,administration,5
2021Q1,China,5
2021Q1,nursing,5
2021Q1,climate,5
2021Q1,Fox,5
2021Q1,News,5
2021Q1,Houston,5
2021Q1,economy,4
2021Q2,New,92
2021Q2,York,83
2021Q2,The,80
2021Q2,Times,62
2021Q2,Gaza,27
2021Q2,Israel,23
2021Q2,Ezra,17
2021Q2,Klein,16
2021Q2,vaccine,16
2021Q2,Derek,16
2021Q2,Cha,16
2021Q2,pan,15
2021Q2,City,14
2021Q2,Net,14
2021Q2,people,12
2021Q2,President,11
2021Q2,Facebook,11
2021Q2,Afghanistan,10
2021Q2,administration,9
2021Q2,India,9
2021Q2,West,9
2021Q2,Benjamin,9
2021Q2,Images,8
2021Q2,mayor,8
2021Q2,Mayor,8
2021Q2,Bank,8
2021Q2,Get,7
2021Q2,Johnson,7
2021Q2,time,6
2021Q2,riot,6
2021Q2,Iran,6
2021Q2,Minneapolis,6
2021Q2,War,6
2021Q2,Pro,6
2021Q2,Lok,6
2021Q2,Miami,6
2021Q2,Press,6
2021Q2,House,6
2021Q2,White,6
2021Q2,Gabriel,6
2021Q2,Brazil,5
2021Q2,France,5
2021Q2,California,5
2021Q2,Odessa,5
2021Q2,George,5
2021Q2,murder,5
2021Q2,Man,5
2021Q2,Russia,5
2021Q2,Erin,5
2021Q2,China,5
2021Q3,New,116
2021Q3,York,105
2021Q3,The,89
2021Q3,Times,78
2021Q3,Taliban,56
2021Q3,Kabul,52
2021Q3,Afghanistan,33
2021Q3,Texas,17
2021Q3,pan,15
2021Q3,Andrew,14
2021Q3,Haiti,13
2021Q3,vaccine,13
2021Q3,people,10
2021Q3,President,10
2021Q3,Jim,10
2021Q3,City,9
2021Q3,abortion,9
2021Q3,France,8
2021Q3,White,8
2021Q3,House,8
2021Q3,Sur,7
2021Q3,Press,7
2021Q3,Bill,7
2021Q3,United,7
2021Q3,States,7
2021Q3,Russia,7
2021Q3,California,7
2021Q3,Associated,6
2021Q3,Victor,6
2021Q3,Blue,6
2021Q3,Age,6
2021Q3,climate,6
2021Q3,Europe,6
2021Q3,Tokyo,6
2021Q3,Orleans,6
2021Q3,Trump,5
2021Q3,administration,5
2021Q3,Col,5
2021Q3,Images,5
2021Q3,Man,5
2021Q3,Infrastructure,5
2021Q3,Climate,5
2021Q3,America,4
2021Q3,military,4
2021Q3,Sarah,4
2021Q3,Sin,4
2021Q3,change,4
2021Q3,Mask,4
2021Q3,Federico,4
2021Q3,Rio,4
2021Q4,New,146
2021Q4,York,135
2021Q4,The,121
2021Q4,Times,115
2021Q4,vaccine,23
2021Q4,Man,14
2021Q4,Live,13
2021Q4,City,12
2021Q4,climate,12
2021Q4,pan,12
2021Q4,Facebook,11
2021Q4,social,10
2021Q4,Climate,10
2021Q4,White,10
2021Q4,China,9
2021Q4,House,9
2021Q4,Texas,9
2021Q4,Africa,9
2021Q4,Age,8
2021Q4,time,8
2021Q4,Johnson,8
2021Q4,Virginia,8
2021Q4,people,8
2021Q4,abortion,8
2021Q4,Joe,7
2021Q4,James,7
2021Q4,President,7
2021Q4,Andrew,7
2021Q4,Stephen,7
2021Q4,Jersey,6
2021Q4,Erin,6
2021Q4,energy,6
2021Q4,con,5
2021Q4,Twitter,5
2021Q4,Modern,5
2021Q4,Sub,5
2021Q4,Tom,5
2021Q4,Associated,5
2021Q4,Press,5
2021Q4,Ashley,5
2021Q4,Ukraine,5
2021Q4,Isa,5
2021Q4,Nancy,4
2021Q4,United,4
2021Q4,Gabriel,4
2021Q4,mayor,4
2021Q4,France,4
2021Q4,inflation,4
2021Q4,Con,4
2021Q4,Steve,4
